adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Platform_ORF,GO.Function,GO.Process,GO.Component,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
0.998974958,0.83138247,0.223841578,-5.834406797,0.06829559,greA///greA///greA///greA,transcription elongation factor GreA///transcription elongation factor GreA///transcript cleavage factor///transcription elongation factor GreA,b3181,bacterial-type RNA polymerase holo enzyme binding,"DNA-templated transcription, elongation///DNA-templated transcription, elongation///regulation of DNA-templated transcription, elongation",cytoplasm///cytosol,"NC_004431.1 (3761871..3762347, complement)///NC_002655.2 (4137953..4138429, complement)///NC_000913.3 (3328239..3328715, complement)///NC_002695.1 (4070737..4071213, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.832155867,0.22279447,-5.834660703,0.033234288,rplB///rplB///rplB///rplB,50S ribosomal protein L2///50S ribosomal protein L2///50S ribosomal subunit protein L2///50S ribosomal protein L2,b3317,structural constituent of ribosome///structural constituent of ribosome///protein binding///zinc ion binding,ribosomal large subunit assembly///cytoplasmic translation,cytosol///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit,"NC_004431.1 (3881919..3882740, complement)///NC_002655.2 (4252777..4253598, complement)///NC_000913.3 (3450543..3451364, complement)///NC_002695.1 (4185555..4186376, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.832324666,-0.22256597,-5.834715956,-0.050395765,dapB///dapB///dapB///ECs0034,dihydrodipicolinate reductase///dihydrodipicolinate reductase///dihydrodipicolinate reductase///4-hydroxy-tetrahydrodipicolinate reductase,b0031,4-hydroxy-tetrahydrodipicolinate reductase///4-hydroxy-tetrahydrodipicolinate reductase///identical protein binding,cellular amino acid biosynthetic process///diaminopimelate biosynthetic process///diaminopimelate biosynthetic process///diaminopimelate biosynthetic process,cytosol///cytosol,NC_004431.1 (31001..31822)///NC_002655.2 (32749..33570)///NC_000913.3 (28374..29195)///NC_002695.1 (32748..33569),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.832382071,-0.222488265,-5.834734733,-0.034350389,yiiM///yiiM///yiiM///ECs4836,hypothetical protein///hypothetical protein///6-N-hydroxylaminopurine resistance protein///hypothetical protein,b3910,,toxin catabolic process///response to toxic substance,cytosol,NC_004431.1 (4622480..4623154)///NC_002655.2 (4971546..4972220)///NC_000913.3 (4102822..4103496)///NC_002695.1 (4902782..4903456),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.832673041,-0.222094425,-5.834829802,-0.054731556,agaC///agaC///agaC,PTS system N-acetylgalactosamine-specific transporter subunit IIC///PTS system N-acetylgalactosamine-specific transporter subunit IIC///N-acetylgalactosamine-specific enzyme IIC component of PTS,Z4493,,phosphoenolpyruvate-dependent sugar phosphotransferase system,plasma membrane///integral component of plasma membrane,NC_004431.1 (3724307..3725110)///NC_002655.2 (4093669..4094244)///NC_000913.3 (3284685..3285488),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.832761825,-0.22197426,-5.834858776,-0.094749891,thrL///thrL///thrL///thrL,thr operon leader peptide///thr operon leader peptide///thr operon leader peptide///thr operon leader peptide,b0001,,transcriptional attenuation,,NC_004431.1 (190..255)///NC_002655.2 (190..273)///NC_000913.3 (190..255)///NC_002695.1 (190..273),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.832873966,0.221822488,-5.834895349,0.046048987,folE///folE///folE///folE,GTP cyclohydrolase I///GTP cyclohydrolase I///GTP cyclohydrolase I///GTP cyclohydrolase I,b2153,GTP cyclohydrolase I activity///GTP cyclohydrolase I activity///GTP binding///GTP binding///zinc ion binding///zinc ion binding,tetrahydrobiopterin biosynthetic process///queuosine biosynthetic process,cytoplasm///cytoplasm///cytosol///protein-containing complex,"NC_004431.1 (2534679..2535347, complement)///NC_002655.2 (3049245..3049913, complement)///NC_000913.3 (2242984..2243652, complement)///NC_002695.1 (2977977..2978645, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.833214791,-0.221361251,-5.835006345,-0.510107972,waaJ///ECs4502,"LPS biosynthesis rpteon///UDP-glucose:(galactosyl) LPS alpha1,2-glucosyltransferase",Z5051,lipopolysaccharide glucosyltransferase I activity///lipopolysaccharide glucosyltransferase I activity,lipopolysaccharide core region biosynthetic process,,"NC_002655.2 (4615179..4616192, complement)///NC_002695.1 (4546196..4547209, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.833710377,0.220690677,-5.835167313,0.033718151,narV///narV///ECs2068,"cryptic nitrate reductase 2 subunit gamma///nitrate reductase 2 (NRZ), gamma subunit///cryptic nitrate reductase 2 subunit gamma",b1465,nitrate reductase activity///nitrate reductase activity///electron transfer activity///heme binding///heme binding,anaerobic respiration///anaerobic electron transport chain///anaerobic electron transport chain,plasma membrane///nitrate reductase complex,"NC_002655.2 (2032620..2033300)///NC_000913.3 (1535937..1536617, complement)///NC_002695.1 (2055173..2055853, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.833976085,-0.220331197,-5.835253407,-0.037916805,phoU///phoU///phoU///ECs4660,transcriptional regulator PhoU///transcriptional regulator PhoU///negative regulator of PhoR/PhoB two-component regulator///transcriptional regulator PhoU,b3724,magnesium ion binding///protein binding///manganese ion binding,regulation of cell growth///cellular response to starvation///pathogenesis///negative regulation of gene expression///negative regulation of gene expression///cellular response to phosphate starvation///cellular phosphate ion homeostasis///negative regulation of ion transmembrane transporter activity///cellular response to heat///negative regulation of phosphate metabolic process///cellular response to antibiotic///cellular response to pH///negative regulation of phosphate transmembrane transport,cytoplasm///extrinsic component of plasma membrane,"NC_004431.1 (4407978..4408703, complement)///NC_002655.2 (4762542..4763267, complement)///NC_000913.3 (3906853..3907578, complement)///NC_002695.1 (4693561..4694286, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.834126672,-0.220127481,-5.835302135,-0.04191451,holB///holB///holB///ECs1477,"DNA polymerase III subunit delta'///DNA polymerase III subunit delta'///DNA polymerase III, delta prime subunit///DNA polymerase III subunit delta'",b1099,protein binding,DNA-dependent DNA replication///DNA-dependent DNA replication,DNA polymerase III complex///DNA polymerase III complex,NC_004431.1 (1299263..1300267)///NC_002655.2 (1599943..1600947)///NC_000913.3 (1155762..1156766)///NC_002695.1 (1514857..1515861),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.834225696,0.219993526,-5.835334153,0.047447658,arnA,fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase,b2255,protein binding///identical protein binding///identical protein binding///UDP-glucuronate decarboxylase activity///NAD+ binding///UDP-glucuronic acid dehydrogenase activity///UDP-4-amino-4-deoxy-L-arabinose formyltransferase activity,UDP-D-xylose biosynthetic process///protein hexamerization///response to antibiotic///UDP-4-deoxy-4-formamido-beta-L-arabinopyranose biosynthetic process,,NC_000913.3 (2368039..2370021),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.834993022,0.21895568,-5.835581569,0.044261926,iadA///iadA///iadA///ECs5286,isoaspartyl dipeptidase///isoaspartyl dipeptidase///isoaspartyl dipeptidase///isoaspartyl dipeptidase,b4328,zinc ion binding///beta-aspartyl-peptidase activity///beta-aspartyl-peptidase activity///identical protein binding,,cytoplasm///cytosol///cytosol,"NC_004431.1 (5152277..5153449, complement)///NC_002655.2 (5443180..5444352, complement)///NC_000913.3 (4558354..4559526, complement)///NC_002695.1 (5413176..5414348, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.835310249,-0.218526696,-5.835683501,-0.030434091,ycaC///ycaC///ycaC///ECs0982,hypothetical protein///hypothetical protein///putative isochorismatase family hydrolase///hypothetical protein,b0897,identical protein binding,,cytosol///membrane,"NC_004431.1 (999114..999839, complement)///NC_002655.2 (1165267..1165893, complement)///NC_000913.3 (944931..945557, complement)///NC_002695.1 (1076044..1076670, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.835599141,0.218136072,-5.835776148,0.034167701,elfG,putative fimbrial-like adhesin protein,b0941,,response to radiation///cell adhesion involved in single-species biofilm formation,pilus,NC_000913.3 (1001807..1002877),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.836792628,-0.216522715,-5.836157075,-0.035271809,eutR,"eut operon transcriptional activator, AraC family",b2437,,"transcription, DNA-templated",,"NC_000913.3 (2554130..2555182, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.837905766,-0.215018574,-5.836509718,-0.051222167,cheR///cheR///cheR///ECs2594,"chemotaxis methyltransferase CheR///chemotaxis methyltransferase CheR///chemotaxis regulator, protein-glutamate methyltransferase///chemotaxis methyltransferase CheR",b1884,protein C-terminus binding///protein-glutamate O-methyltransferase activity,protein methylation,cytosol///plasma membrane///methyl accepting chemotaxis protein complex,"NC_004431.1 (2119332..2120192, complement)///NC_002655.2 (2645645..2646505, complement)///NC_000913.3 (1968504..1969364, complement)///NC_002695.1 (2570434..2571294, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.837975769,0.214924,-5.83653181,0.03146722,ugpA///ugpA///ugpA///ECs4298,glycerol-3-phosphate transporter permease///glycerol-3-phosphate transporter permease///sn-glycerol-3-phosphate ABC transporter permease///glycerol-3-phosphate transporter permease,b3452,glycerophosphodiester transmembrane transporter activity///glycerol-3-phosphate transmembrane transporter activity///glycerol-3-phosphate transmembrane transporter activity,glycerophosphodiester transmembrane transport///glycerol-3-phosphate transmembrane transport///glycerol-3-phosphate transmembrane transport,"plasma membrane///integral component of plasma membrane///ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing","NC_004431.1 (4028519..4029406, complement)///NC_002655.2 (4374906..4375793, complement)///NC_000913.3 (3590024..3590911, complement)///NC_002695.1 (4307683..4308570, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.838541212,-0.214160177,-5.836709886,-0.050532129,oppC///oppC///oppC///ECs1745,oligopeptide transport system permease oppC///oligopeptide transport permease///oligopeptide ABC transporter permease///hypothetical protein,b1245,peptidoglycan peptide transmembrane transporter activity,peptidoglycan-associated peptide transport,plasma membrane,NC_004431.1 (1547761..1548669)///NC_002655.2 (1838615..1839523)///NC_000913.3 (1303834..1304742)///NC_002695.1 (1746678..1747586),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.838734918,0.213898545,-5.83677074,0.035590731,dacD///dacD///dacD///dacD,D-alanyl-D-alanine carboxypeptidase///D-alanyl-D-alanine carboxypeptidase///D-alanyl-D-alanine carboxypeptidase; penicillin-binding protein 6b///D-alanyl-D-alanine carboxypeptidase,b2010,endopeptidase activity///carboxypeptidase activity///penicillin binding,regulation of cell shape///peptidoglycan biosynthetic process,,"NC_004431.1 (2370885..2372057, complement)///NC_002655.2 (2824100..2825272, complement)///NC_000913.3 (2081381..2082547, complement)///NC_002695.1 (2753888..2755060, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.838957134,-0.213598428,-5.836840455,-0.030793133,pqiB///pqiB///pqiB///ECs1035,"paraquat-inducible protein B///paraquat-inducible protein B///paraquat-inducible, SoxRS-regulated MCE domain protein///paraquat-inducible protein B",b0951,protein binding///identical protein binding,membrane organization///intermembrane lipid transfer,integral component of membrane///outer membrane-bounded periplasmic space,NC_004431.1 (1056975..1058675)///NC_002655.2 (1231953..1233593)///NC_000913.3 (1013259..1014899)///NC_002695.1 (1142730..1144370),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.839264908,0.213182795,-5.836936844,0.048421576,kdsB///kdsB///kdsB///ECs1001,3-deoxy-manno-octulosonate cytidylyltransferase///3-deoxy-manno-octulosonate cytidylyltransferase///3-deoxy-manno-octulosonate cytidylyltransferase///3-deoxy-manno-octulosonate cytidylyltransferase,b0918,magnesium ion binding///protein binding///3-deoxy-manno-octulosonate cytidylyltransferase activity///3-deoxy-manno-octulosonate cytidylyltransferase activity,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,cytosol///cytosol,NC_004431.1 (1021812..1022558)///NC_002655.2 (1189717..1190463)///NC_000913.3 (970852..971598)///NC_002695.1 (1100494..1101240),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.840222273,0.211890203,-5.837235432,0.030245183,ompT///Z1931///ompT///ECs1663,outer membrane protease///outer membrane protease///DLP12 prophage; outer membrane protease VII; outer membrane protein 3b///outer membrane protease,b0565,endopeptidase activity///serine-type endopeptidase activity,proteolysis///proteolysis,cell outer membrane///intrinsic component of cell outer membrane,"NC_004431.1 (629100..630053, complement)///NC_002655.2 (1752971..1753924, complement)///NC_000913.3 (584680..585633, complement)///NC_002695.1 (1661177..1662130, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.840414196,0.211631128,-5.837295064,0.044637518,yegX///yegX///yegX///ECs2905,hypothetical protein///hypothetical protein///putative family 25 glycosyl hydrolase///hypothetical protein,b2102,lysozyme activity,cellular carbohydrate catabolic process,,"NC_004431.1 (2473505..2474332, complement)///NC_002655.2 (2926585..2927412, complement)///NC_000913.3 (2182833..2183651, complement)///NC_002695.1 (2856366..2857193, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.840613534,0.21136206,-5.83735692,0.059924882,mepA///mepA///mepA///mepA,penicillin-insensitive murein endopeptidase///penicillin-insensitive murein endopeptidase///murein DD-endopeptidase///penicillin-insensitive murein endopeptidase,b2328,endopeptidase activity///peptidase activity///peptidase activity,peptidoglycan metabolic process///peptidoglycan metabolic process///peptidoglycan biosynthetic process///response to drug,,"NC_004431.1 (2727358..2728182, complement)///NC_002655.2 (3241879..3242703, complement)///NC_000913.3 (2445560..2446384, complement)///NC_002695.1 (3171923..3172747, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.840771344,0.211149059,-5.837405832,0.040848322,prpC///prpC///prpC///ECs0386,methylcitrate synthase///methylcitrate synthase///2-methylcitrate synthase///2-methylcitrate synthase,b0333,citrate (Si)-synthase activity///citrate (Si)-synthase activity///citrate (Si)-synthase activity///2-methylcitrate synthase activity///2-methylcitrate synthase activity,"carbohydrate metabolic process///tricarboxylic acid cycle///propionate metabolic process, methylcitrate cycle///propionate metabolic process, methylcitrate cycle",mitochondrial matrix,NC_004431.1 (439384..440553)///NC_002655.2 (406429..407598)///NC_000913.3 (350012..351181)///NC_002695.1 (406427..407596),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.840807435,0.211100348,-5.837417011,0.031972374,fliS///fliS///fliS///fliS,flagellar protein FliS///flagellar protein FliS///flagellar protein potentiates polymerization///flagellar protein FliS,b1925,,bacterial-type flagellum-dependent cell motility///bacterial-type flagellum-dependent cell motility,,NC_004431.1 (2154981..2155391)///NC_002655.2 (2703036..2703446)///NC_000913.3 (2005303..2005713)///NC_002695.1 (2627824..2628234),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.841077125,-0.210736372,-5.837500461,-0.03626093,yeeA///yeeA///yeeA///ECs2810,"hypothetical protein///hypothetical protein///putative transporter, FUSC family inner membrane protein///hypothetical protein",b2008,transmembrane transporter activity,transmembrane transport,plasma membrane///plasma membrane,"NC_004431.1 (2369037..2370095, complement)///NC_002655.2 (2822251..2823309, complement)///NC_000913.3 (2079533..2080591, complement)///NC_002695.1 (2752039..2753097, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.841081419,0.210730577,-5.837501788,0.033807576,ydiN///Z2719///ydiN///ECs2398,"transport protein YdiN///amino acid/amine transport protein///putative MFS transporter, membrane protein///amino acid/amine transport protein",b1691,uniporter activity,,plasma membrane///membrane,NC_004431.1 (1928472..1929743)///NC_002655.2 (2447414..2448685)///NC_000913.3 (1772512..1773777)///NC_002695.1 (2372218..2373489),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.84239195,-0.208962342,-5.837905174,-0.031902664,fliG///fliG///fliG///fliG,flagellar motor switch protein G///flagellar motor switch protein G///flagellar motor switching and energizing component///flagellar motor switch protein G,b1939,protein binding///identical protein binding,bacterial-type flagellum assembly///bacterial-type flagellum-dependent cell motility///bacterial-type flagellum-dependent cell motility,plasma membrane,NC_004431.1 (2166648..2167643)///NC_002655.2 (2714576..2715571)///NC_000913.3 (2014880..2015875)///NC_002695.1 (2639364..2640359),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.842399564,0.208952071,-5.837907507,0.060706702,dicA,Qin prophage; putative regulator for DicB,b1570,DNA binding,"transcription, DNA-templated///transcription, DNA-templated///transcription, DNA-templated///transcription, DNA-templated",,NC_000913.3 (1647934..1648341),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.842706265,-0.208538367,-5.838001398,-0.039508794,ygiN///ygiN///ygiN///ECs3911,hypothetical protein///hypothetical protein///quinol monooxygenase///hypothetical protein,b3029,monooxygenase activity///oxidoreductase activity///oxidoreductase activity,response to acidic pH,cytosol///cytosol,NC_004431.1 (3602680..3602994)///NC_002655.2 (3979298..3979612)///NC_000913.3 (3173142..3173456)///NC_002695.1 (3911983..3912297),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.843571993,-0.207370828,-5.838265389,-0.080289999,paaK,phenylacetyl-CoA ligase,b1398,CoA-ligase activity///phenylacetate-CoA ligase activity,phenylacetate catabolic process,,NC_000913.3 (1462125..1463438),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.843957193,-0.206851447,-5.838382358,-0.085183463,dacB///dacB///dacB///ECs4061,D-alanyl-D-alanine carboxypeptidase/endopeptidase///D-alanyl-D-alanine carboxypeptidase///D-alanyl-D-alanine carboxypeptidase///D-alanyl-D-alanine carboxypeptidase,b3182,endopeptidase activity///carboxypeptidase activity///protein binding///penicillin binding///serine-type D-Ala-D-Ala carboxypeptidase activity,peptidoglycan metabolic process///peptidoglycan metabolic process///regulation of cell shape///peptidoglycan catabolic process///peptidoglycan turnover///cell wall macromolecule catabolic process///FtsZ-dependent cytokinesis///cell wall organization///cell wall organization,outer membrane-bounded periplasmic space,NC_004431.1 (3762596..3764029)///NC_002655.2 (4138677..4140110)///NC_000913.3 (3328963..3330396)///NC_002695.1 (4071461..4072894),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.844015298,-0.206773108,-5.838399976,-0.039980994,recF///recF///recF///recF,recombination protein F///recombination protein F///gap repair protein///recombination protein F,b3700,protein binding,DNA synthesis involved in DNA repair///DNA synthesis involved in DNA repair///double-strand break repair///response to radiation///response to UV,cytosol,"NC_004431.1 (4381884..4382957, complement)///NC_002655.2 (4735364..4736437, complement)///NC_000913.3 (3880148..3881221, complement)///NC_002695.1 (4666381..4667454, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.844125332,-0.206624759,-5.83843332,-0.097648668,rihA///rihA///rihA///rihA,ribonucleoside hydrolase 1///ribonucleoside hydrolase 1///ribonucleoside hydrolase 1///ribonucleoside hydrolase 1,b0651,calcium ion binding///protein binding///purine nucleosidase activity///uridine nucleosidase activity///pyrimidine-5'-nucleotide nucleosidase activity,purine nucleoside catabolic process///pyrimidine ribonucleoside catabolic process,cytosol,"NC_004431.1 (715536..716471, complement)///NC_002655.2 (764618..765553, complement)///NC_000913.3 (683477..684412, complement)///NC_002695.1 (764837..765772, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.844198772,0.20652575,-5.838455561,0.045507807,lepA///lepA///lepA///ECs3435,"GTP-binding protein LepA///GTP-binding protein LepA///back-translocating elongation factor EF4, GTPase///GTP-binding protein LepA",b2569,translation elongation factor activity///GTPase activity///protein binding///identical protein binding///ribosomal large subunit binding///ribosomal small subunit binding,translational elongation///response to pH///response to cold///response to salt stress,cytosol///plasma membrane,"NC_004431.1 (2968192..2969991, complement)///NC_002655.2 (3495549..3497348, complement)///NC_000913.3 (2705325..2707124, complement)///NC_002695.1 (3425710..3427509, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.844439384,0.206201382,-5.838528352,0.045432252,yhjE///yhjE///yhjE///ECs4403,metabolite transport protein///transporter///putative MFS transporter; membrane protein///transporter,b3523,,,plasma membrane,NC_004431.1 (4113513..4114835)///NC_002655.2 (4484151..4485473)///NC_000913.3 (3674786..3676108)///NC_002695.1 (4416924..4418246),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.846033654,0.204052799,-5.839007675,0.03940849,yebO///Z2871///yebO///ECs2535,hypothetical protein///hypothetical protein///putative inner membrane protein///hypothetical protein,b1825,,,integral component of plasma membrane,"NC_004431.1 (2059933..2060220, complement)///NC_002655.2 (2585296..2585583, complement)///NC_000913.3 (1908261..1908548, complement)///NC_002695.1 (2510090..2510377, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.846428316,0.20352109,-5.839125531,0.035435639,thyA///thyA///thyA///thyA,thymidylate synthase///thymidylate synthase///thymidylate synthetase///thymidylate synthase,b2827,magnesium ion binding///thymidylate synthase activity///thymidylate synthase activity,dTMP biosynthetic process///dTMP biosynthetic process///response to radiation,cytosol///cytosol,"NC_004431.1 (3271682..3272476, complement)///NC_002655.2 (3754059..3754853, complement)///NC_000913.3 (2964361..2965155, complement)///NC_002695.1 (3686761..3687555, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.846854243,-0.202947334,-5.839252368,-0.034347424,tar///tar///tar///ECs2596,methyl-accepting chemotaxis protein II///methyl-accepting chemotaxis protein II///methyl-accepting chemotaxis protein II///methyl-accepting chemotaxis protein II,b1886,transmembrane signaling receptor activity///transmembrane signaling receptor activity///protein binding///protein histidine kinase binding,chemotaxis///chemotaxis///signal complex assembly///detection of chemical stimulus///regulation of chemotaxis///protein homooligomerization///cellular response to amino acid stimulus///positive regulation of post-translational protein modification,integral component of plasma membrane///integral component of plasma membrane///integral component of plasma membrane///integral component of plasma membrane///methyl accepting chemotaxis protein complex///methyl accepting chemotaxis protein complex,"NC_004431.1 (2120483..2122165, complement)///NC_002655.2 (2648171..2649832, complement)///NC_000913.3 (1971030..1972691, complement)///NC_002695.1 (2572960..2574621, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.847613195,0.201925165,-5.839477461,0.091181126,ygfZ///ygfZ///ygfZ///ECs3770,"global regulator///global regulator///iron-sulfur cluster repair protein, plumbagin resistance///global regulator",b2898,folic acid binding,iron-sulfur cluster assembly,cytosol,NC_004431.1 (3338286..3339266)///NC_002655.2 (3846770..3847750)///NC_000913.3 (3041313..3042293)///NC_002695.1 (3779462..3780442),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.84762459,0.201909821,-5.839480832,0.047734539,sdaB///sdaB///sdaB///ECs3657,L-serine dehydratase 2///L-serine dehydratase///L-serine dehydratase 2///L-serine dehydratase,b2797,L-serine ammonia-lyase activity///L-serine ammonia-lyase activity,L-serine catabolic process,,NC_004431.1 (3204393..3205760)///NC_002655.2 (3719274..3720641)///NC_000913.3 (2929576..2930943)///NC_002695.1 (3651976..3653343),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.847730902,0.201766658,-5.839512266,0.052441191,dedA///dedA///dedA///ECs3201,hypothetical protein///hypothetical protein///DedA family inner membrane protein///hypothetical protein,c2862,,,plasma membrane,"NC_004431.1 (2715882..2716541, complement)///NC_002655.2 (3230391..3231050, complement)///NC_000913.3 (2434082..2434741, complement)///NC_002695.1 (3160435..3161094, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.847917942,-0.201514797,-5.839567514,-0.035935856,paaD,"ring 1,2-phenylacetyl-CoA epoxidase subunit",b1391,,phenylacetate catabolic process,,NC_000913.3 (1455925..1456422),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.848738403,0.200410175,-5.839809023,0.064852127,yiiR///yiiR///yiiR///ECs4846,hypothetical protein///hypothetical protein///DUF805 family putative inner membrane protein///hypothetical protein,b3921,,,plasma membrane///plasma membrane,NC_004431.1 (4631973..4632413)///NC_002655.2 (4981038..4981478)///NC_000913.3 (4112315..4112755)///NC_002695.1 (4912274..4912714),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.848802218,-0.20032427,-5.83982775,-0.040637549,purC///purC///purC///ECs3338,phosphoribosylaminoimidazole-succinocarboxamide synthase///phosphoribosylaminoimidazole-succinocarboxamide synthase///phosphoribosylaminoimidazole-succinocarboxamide synthetase///phosphoribosylaminoimidazole-succinocarboxamide synthase,b2476,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,,cytosol///cytosol///membrane,"NC_004431.1 (2867642..2868364, complement)///NC_002655.2 (3382834..3383547, complement)///NC_000913.3 (2596905..2597618, complement)///NC_002695.1 (3313000..3313713, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.849069159,-0.199964946,-5.839905997,-0.04890756,ygcR///ygcR///ygcR///ECs3626,electron transfer flavoprotein subunit ygcR///transporter///putative flavoprotein///transporter,b2770,electron transfer activity,,,"NC_004431.1 (3169568..3170350, complement)///NC_002655.2 (3683192..3683977, complement)///NC_000913.3 (2895776..2896555, complement)///NC_002695.1 (3615894..3616679, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.849685162,0.199135871,-5.840086008,0.028763522,yeeL///c2441///Z3137///ECs2777,pseudo///hypothetical protein///hypothetical protein///hypothetical protein,b1979,ADP-heptose-lipopolysaccharide heptosyltransferase activity,lipopolysaccharide core region biosynthetic process,cytosol,"NC_000913.3 (2052276..2053328, complement)///NC_004431.1 (2252766..2253386, complement)///NC_002655.2 (2798115..2799167, complement)///NC_002695.1 (2721751..2722803, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.849779939,-0.199008325,-5.840113636,-0.055899118,nusA///nusA///nusA///nusA,transcription elongation factor NusA///transcription elongation factor NusA///transcription termination/antitermination L factor///transcription elongation factor NusA,b3169,bacterial-type RNA polymerase core enzyme binding///protein binding///protein domain specific binding,transcription termination from bacterial-type RNA polymerase promoter///transcription antitermination///transcription antitermination,cytosol///cytosol,"NC_004431.1 (3749672..3751159, complement)///NC_002655.2 (4125753..4127240, complement)///NC_000913.3 (3316039..3317526, complement)///NC_002695.1 (4058537..4060024, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.85041138,0.198158667,-5.840297238,0.061915935,holA///holA///holA///holA,"DNA polymerase III subunit delta///DNA polymerase III subunit delta///DNA polymerase III, delta subunit///DNA polymerase III subunit delta",b0640,protein binding,DNA-dependent DNA replication,DNA polymerase III complex,"NC_004431.1 (710565..711596, complement)///NC_002655.2 (751713..752744, complement)///NC_000913.3 (670574..671605, complement)///NC_002695.1 (751932..752963, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
