,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene.symbol,Platform_ORF,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
1279,-0.259308737,8.331982511,-1.299789702,0.229771297,0.367304742,-5.687982247,rluB,gene:SMU_1711,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1280,-0.305761155,3.834413819,-1.094835832,0.305363759,0.443981353,-5.68995606,pksD,gene:SMU_1336,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1284,-0.314639556,8.192630571,-1.290684334,0.232761541,0.370652559,-5.700042589,atpH,gene:SMU_1534,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1286,0.268984131,7.140387181,1.283314471,0.235205924,0.373339732,-5.7013188,ptxB,gene:SMU_271,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1287,-0.238439959,8.711564443,-1.278312838,0.236877165,0.374486095,-5.702767039,gatA,gene:SMU_1822,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1294,0.308968878,11.66469428,1.008932871,0.342462741,0.483664272,-5.71166186,ahpC,gene:SMU_764,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1295,0.370955772,7.611869274,1.281488775,0.235814802,0.373680917,-5.712456,secE,gene:SMU_1948,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1297,-0.295032373,9.441136144,-1.222931318,0.256059048,0.395618248,-5.713301304,ciaH,gene:SMU_1128,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1300,0.274853492,5.918671795,1.211537097,0.260161875,0.398524363,-5.719472052,hisI,gene:SMU_1263,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1301,-0.266178623,8.449947628,-1.27033281,0.239564352,0.377876853,-5.719967187,folC,gene:SMU_967,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1305,-0.306776644,10.06736257,-1.152201174,0.282411466,0.421800017,-5.723871522,rs2,gene:SMU_2032,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1306,0.216641882,9.580366724,1.206342727,0.262050227,0.400794649,-5.725401454,accA,gene:SMU_1734,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1310,-0.217440969,7.883930992,-1.267749851,0.240439618,0.378412517,-5.72989453,cdsA,gene:SMU_1785,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1311,-0.206360066,8.284672938,-1.260396819,0.242946021,0.381330549,-5.735481962,aspB,gene:SMU_1312,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1312,-0.209572978,8.214411921,-1.261099685,0.242705493,0.38125632,-5.735539972,rexA,gene:SMU_1499,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1315,-0.335475354,12.82733193,-0.878085221,0.405424408,0.543043013,-5.73834665,clpE,gene:SMU_562,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1320,0.21258988,10.47960633,1.083444382,0.310093584,0.449533167,-5.749996614,pbp1a,gene:SMU_467,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1321,0.826967459,8.953751867,1.234831527,0.251831496,0.391010914,-5.750010956,pdhA,gene:SMU_1423,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1322,-0.20259965,7.969998306,-1.249741892,0.246616821,0.384340432,-5.750573114,endA,gene:SMU_1523,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1326,-0.216293991,8.000761364,-1.241127815,0.249618348,0.38871113,-5.760186851,brpA,gene:SMU_410,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1331,0.44137795,2.062794169,0.900048357,0.394306366,0.533584677,-5.768031157,xis,gene:SMU_1031,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1332,-0.289841785,8.404022106,-1.226816842,0.254672278,0.394092867,-5.770359575,pnpA,gene:SMU_155,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1335,-0.228671235,11.05894734,-0.997809226,0.347510209,0.489042541,-5.775211552,gtfC,gene:SMU_1005,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1337,-0.235046293,5.098720185,-1.096339467,0.304743729,0.443594197,-5.777812993,scnG,gene:SMU_1809,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1339,0.197074805,7.388430964,1.216810392,0.258256353,0.397491685,-5.783305077,ruvB,gene:SMU_64,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1346,0.365676594,8.895710942,1.201501453,0.263820386,0.40194411,-5.790136335,purF,gene:SMU_32,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1347,0.276411016,7.05656264,1.202320604,0.263520182,0.40194411,-5.790980518,hisA,gene:SMU_1265,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1348,-0.248239936,7.136054346,-1.198169062,0.265044556,0.402712556,-5.793008912,uppS,gene:SMU_1786,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1349,0.335054866,6.592338287,1.178044971,0.272536833,0.410156501,-5.797082543,flaW,gene:SMU_1294,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1352,0.248385138,7.889274342,1.205253142,0.262447765,0.401091743,-5.802246409,srtA,gene:SMU_1113,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1354,0.328882907,9.372995826,1.154207481,0.28163462,0.420958413,-5.805182774,purK,gene:SMU_51,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1357,0.258196261,4.246391164,0.999212295,0.346870449,0.488490646,-5.809987252,lacX,gene:SMU_1489,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1369,-0.224996701,11.65742577,-0.882796793,0.403020621,0.540961242,-5.827241819,ssb,gene:SMU_1859,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1377,0.204591393,9.165759037,1.128301299,0.291799441,0.430284228,-5.84980074,fabZ,gene:SMU_1737,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1379,0.198857814,10.81825513,0.941017427,0.374161055,0.515259941,-5.851067544,ilvC,gene:SMU_233,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1382,0.200015078,12.50746961,0.763848386,0.466824039,0.593621055,-5.857369588,eno,gene:SMU_1247,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1390,-0.190551638,8.441904656,-1.139571825,0.287341477,0.427630369,-5.867770425,recG,gene:SMU_1833,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1391,-0.196872626,7.994762868,-1.144420901,0.285440428,0.425357979,-5.867856492,oppC,gene:SMU_257,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1395,-0.280940504,11.75072366,-0.809862358,0.44137498,0.573293506,-5.880478999,rl31,gene:SMU_1298,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1398,0.280859675,4.054000268,0.903760655,0.392449108,0.531800886,-5.885321527,sloA,gene:SMU_182,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1399,0.23443003,9.080294333,1.098962625,0.303664449,0.442814529,-5.887778412,glnQ,gene:SMU_1519,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1401,0.208461383,8.996911495,1.100257851,0.303132659,0.442694845,-5.89193103,fabD,gene:SMU_1741,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1403,0.365680843,9.507308024,1.056949213,0.321317867,0.462070081,-5.894084779,dexB,gene:SMU_883,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1411,-0.415984526,10.17515628,-0.960837457,0.364692207,0.506638759,-5.904244398,adhB,gene:SMU_128,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1413,-0.210786766,10.52245972,-0.913799126,0.387458671,0.526484819,-5.909215367,gbpC,gene:SMU_1396,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1414,-0.175532022,8.569400258,-1.09602663,0.304872646,0.443594197,-5.910843749,gpsA,gene:SMU_323,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1415,0.239481089,10.59000597,0.90147039,0.393594174,0.532986483,-5.911715439,sacB,gene:SMU_2028,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1423,-0.177977201,7.710752049,-1.090635416,0.307101116,0.446178573,-5.924334444,phoH,gene:SMU_1620,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1430,-0.21921214,8.398957398,-1.07197491,0.314914017,0.454850186,-5.939327061,murN,gene:SMU_716,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1432,0.19615174,9.503813582,1.00618462,0.343704553,0.484724148,-5.943191923,glnR,gene:SMU_363,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1435,0.176452189,5.167999045,0.929845381,0.379577957,0.518993285,-5.946949321,mtlA2,gene:SMU_1183,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1437,0.183511026,9.962338306,0.944263021,0.372598148,0.514081221,-5.949176907,fabF,gene:SMU_1739,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1441,-0.200273811,9.531934531,-0.987113267,0.352416762,0.494888449,-5.953251728,polI,gene:SMU_297,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1442,-0.222242551,6.885904744,-1.034971635,0.330866938,0.47235924,-5.957604622,murB,gene:SMU_972,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1446,0.220758226,7.707282516,1.052408415,0.323273012,0.463867384,-5.964015559,luxS,gene:SMU_474,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1447,-0.1843521,9.335056813,-0.990767089,0.350734778,0.493202043,-5.968824018,dnaB,gene:SMU_1922,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1451,0.208572403,7.188061194,1.033727669,0.331413935,0.472798043,-5.973659142,urk,gene:SMU_1386,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1453,-0.184354701,8.020580328,-1.040480625,0.328452915,0.469932996,-5.97630275,leuC,gene:SMU_1382,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1457,0.287987054,7.229382457,1.029290105,0.333370913,0.474900788,-5.979825476,satE,gene:SMU_1057,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1459,-0.172617569,8.806931808,-1.012150995,0.341012975,0.482307241,-5.986484644,krpS,gene:SMU_1050,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1460,-0.17552124,7.130843834,-1.010869007,0.341589948,0.482777197,-5.990569126,truB,gene:SMU_1144,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1462,0.254536012,4.394620914,0.803830371,0.444656241,0.576038585,-5.994234292,sloB,gene:SMU_183,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1464,-0.19046545,9.606797543,-0.93422931,0.377445513,0.516823074,-5.995308365,metS,gene:SMU_1639,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1472,-0.207172748,10.33952139,-0.827344688,0.431958968,0.566282421,-6.004648898,pepO,gene:SMU_2036,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1473,-0.206713652,6.690183326,-0.977259242,0.356983314,0.499169439,-6.006470689,cysE,gene:SMU_157,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1477,0.171944387,10.2415139,0.832423523,0.429249739,0.564230337,-6.01318199,accC,gene:SMU_1736,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1481,-0.285696017,8.360768959,-0.990264289,0.350965873,0.493202043,-6.020718541,aldB,gene:SMU_1451,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1483,0.298538202,6.149228755,0.927954326,0.38050054,0.519894436,-6.025156091,phnA,gene:SMU_1180,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1486,0.160593294,8.999707863,0.964072005,0.36316404,0.506638759,-6.027263803,murE,gene:SMU_1677,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1487,-0.184810947,9.574037758,-0.898072169,0.39529764,0.534193317,-6.031523863,divIVA,gene:SMU_557,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1499,-0.099702857,1.440122958,-0.345120605,0.738877064,0.818991262,-6.058895674,comYC,gene:SMU_1984,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1501,0.156691874,9.999495535,0.806530593,0.443185329,0.574888005,-6.064574301,gyrB,gene:SMU_1277,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1504,0.148632689,6.289422109,0.887334482,0.400715215,0.539666293,-6.069849711,aroA,gene:SMU_784,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1506,-0.293381751,8.85806215,-0.915371936,0.386680984,0.525790201,-6.073071998,ciaR,gene:SMU_1129,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1507,-0.186075053,8.886823035,-0.915942255,0.386399267,0.525787767,-6.073207634,priA,gene:SMU_480,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1508,0.162786438,8.485293385,0.93923922,0.3750194,0.515259941,-6.073360608,cinA,gene:SMU_2086,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1512,-0.089969755,12.86958541,-0.314663901,0.761044238,0.832801044,-6.076808484,sod,gene:SMU_629,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1515,-0.150930151,6.725525872,-0.899071347,0.394796218,0.533881383,-6.080929348,potC,gene:SMU_975,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1519,0.203245398,11.07775701,0.610427297,0.558469338,0.672807902,-6.083087065,prtM,gene:SMU_648,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1525,-0.143250374,10.30126283,-0.720475345,0.491687099,0.616326967,-6.093061441,syt1,gene:SMU_1586,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1529,0.135046832,10.5697892,0.672211269,0.520333679,0.640036377,-6.096119823,capP,gene:SMU_712,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1536,-0.187188957,9.211818728,-0.854367483,0.417680158,0.554912464,-6.104439101,gatB,gene:SMU_1819,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1538,0.15918551,8.904156059,0.884537978,0.402134877,0.540839886,-6.106090547,fabG,gene:SMU_1740,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1542,0.190778767,5.818070985,0.798331351,0.447662048,0.577656782,-6.113363217,pmsR,gene:SMU_1622,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1548,-0.175872643,7.449284095,-0.884946251,0.40192739,0.540839886,-6.118193523,trxB2,gene:SMU_869,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1550,0.191084976,11.1345999,0.531945853,0.609173375,0.715842208,-6.124362021,fthS,gene:SMU_1073,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1559,0.391737709,9.864434069,0.735528708,0.482962603,0.608095224,-6.138403649,copA,gene:SMU_426,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1562,-0.126058857,2.497540729,-0.36442274,0.724960164,0.809935676,-6.141738004,comX1,gene:SMU_1997,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1565,0.140094779,9.143996133,0.820005151,0.43589502,0.568796874,-6.144595336,murA,gene:SMU_1525,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1567,0.154314045,5.530475122,0.72442257,0.489389649,0.614756358,-6.1476411,trpC,gene:SMU_535,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1572,0.164702351,7.643586898,0.850442352,0.419733368,0.555794587,-6.152849475,pepB,gene:SMU_645,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1573,-0.145116754,8.454710392,-0.843912443,0.423164812,0.559212441,-6.154508107,oppF,gene:SMU_259,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1575,0.143429383,3.777011377,0.499589845,0.630774327,0.733363433,-6.15716941,comC,gene:SMU_1915,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1578,0.316271142,4.033911831,0.524439466,0.614149576,0.718693424,-6.159326048,bacT,gene:SMU_1346,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1581,-0.272540413,7.247988058,-0.825106908,0.433156432,0.567353464,-6.162700863,rl30,gene:SMU_2008,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1584,0.14087912,8.916242272,0.814405429,0.438914627,0.57186624,-6.16513087,argS,gene:SMU_2098,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1587,-0.157574285,8.871782053,-0.808549437,0.442087764,0.573841552,-6.167677884,opuCa,gene:SMU_2116,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1588,-0.13602233,10.90294165,-0.493676455,0.634764133,0.736266686,-6.168896075,pfk,gene:SMU_1191,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1596,-0.135364044,5.352553361,-0.667856562,0.522968314,0.642876314,-6.172768336,radC,gene:SMU_1055,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1603,0.148781145,8.14882694,0.82232574,0.434647866,0.567920688,-6.179782194,rnh3,gene:SMU_1873,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1609,0.133644749,8.940061001,0.786780654,0.454020595,0.584333094,-6.186069288,ilvH,gene:SMU_232,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1610,0.136933776,8.624532251,0.802953795,0.44513446,0.576279718,-6.188367204,lepA,gene:SMU_1394,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1611,-0.246995136,9.195970292,-0.749676246,0.474855318,0.600955447,-6.189964891,gltA,gene:SMU_365,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1614,0.123970858,9.878089503,0.657041409,0.529546894,0.648464356,-6.191255182,accD,gene:SMU_1735,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1617,-0.361542218,6.207201616,-0.720546855,0.491645416,0.616326967,-6.196804828,mutR,gene:SMU_110,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1620,0.145919199,7.028625123,0.771507941,0.46252111,0.590267885,-6.203370554,hemZ,gene:SMU_2063,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1621,-0.316948219,5.603838135,-0.650000113,0.533856872,0.652601988,-6.203558616,psaR,gene:SMU_1926,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1622,-0.170370074,8.402992287,-0.783064753,0.456079059,0.585454771,-6.205373893,akh,gene:SMU_1748,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1624,0.135161303,5.804897231,0.673265199,0.519697273,0.639652352,-6.206262535,pheA,gene:SMU_786,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1626,0.118215201,4.652521747,0.512609516,0.622035246,0.726628502,-6.211652726,trpF,gene:SMU_536,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1628,0.249348188,8.371226065,0.779132534,0.45826418,0.587495274,-6.214645082,purM,gene:SMU_34,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1633,0.116277462,10.035425,0.58110972,0.577122096,0.690935617,-6.220743749,pbp2b,gene:SMU_597,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1634,-0.155686266,9.919089124,-0.600377406,0.564823815,0.67868294,-6.220883365,alsS,gene:SMU_1452,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1635,-0.132560073,8.046895421,-0.763897226,0.466796518,0.593621055,-6.225080251,oppB,gene:SMU_256,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1651,0.088273512,4.568264175,0.441440391,0.670549144,0.768288885,-6.241001444,metE,gene:SMU_873,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1653,-0.183544616,5.666260223,-0.596466184,0.567308066,0.681253083,-6.244012207,phoU,gene:SMU_1133,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1654,0.471652942,8.369527271,0.742434524,0.478994009,0.604641829,-6.24483111,bacA1,gene:SMU_1342,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1656,-0.047908277,11.24449031,-0.19027526,0.853819627,0.894153994,-6.245904098,pykF,gene:SMU_1190,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1657,0.092296959,10.79590875,0.343580872,0.739991721,0.819766236,-6.246259838,ropA,gene:SMU_91,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1660,0.067686466,11.10615526,0.225229633,0.827431532,0.878410808,-6.25079389,glnA,gene:SMU_364,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1665,-0.122827329,8.675934025,-0.702117432,0.502462789,0.626649231,-6.260100481,purR,gene:SMU_356,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1669,0.144017145,10.40181472,0.417454492,0.687293189,0.781122961,-6.261692922,secY,gene:SMU_2006,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1670,0.034534315,3.438689127,0.127676549,0.901547086,0.928852428,-6.262326807,comYB,gene:SMU_1985,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1672,-0.132449335,8.333231156,-0.708604188,0.498638208,0.622666572,-6.264390548,pepC,gene:SMU_466,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1673,-0.041220671,11.12460653,-0.147396781,0.886455594,0.917135231,-6.265062731,htrA,gene:SMU_2164,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1686,-0.117562808,7.329240023,-0.676752901,0.517594686,0.638258948,-6.281207519,rnc,gene:SMU_1514,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1691,-0.111336523,9.18369594,-0.611254151,0.557948378,0.672807902,-6.291327181,murI,gene:SMU_1718,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1692,-0.104592502,9.00034487,-0.632086895,0.544916551,0.662427822,-6.291638754,ffh,gene:SMU_1060,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1693,0.226565026,8.415726858,0.674327825,0.519056104,0.63926198,-6.292287135,gcrR,gene:SMU_1924,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1696,-0.10610335,5.077089073,-0.414228228,0.689559712,0.782797073,-6.294573505,adh,gene:SMU_119,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1699,0.110627893,10.5530067,0.278568482,0.787620989,0.853933974,-6.295388684,naoX,gene:SMU_1117,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1700,0.078257124,4.567829288,0.305086728,0.768064722,0.838208004,-6.295470293,lacD2,gene:SMU_116,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1702,0.061427856,10.71103313,0.202626955,0.844470666,0.889773667,-6.297220103,rs6,gene:SMU_1860,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1704,0.10732621,9.119828735,0.612821578,0.556961597,0.672807902,-6.299110072,mutS2,gene:SMU_1870,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1710,0.085178872,5.42510246,0.446878427,0.666779599,0.7644138,-6.308950742,bacA,gene:SMU_244,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1713,-0.042883185,4.216952762,-0.109835433,0.9152375,0.937956383,-6.313385212,comYA,gene:SMU_1987,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1715,0.191362729,8.231798945,0.642363034,0.538555409,0.657124195,-6.315820086,furR,gene:SMU_593,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1716,0.129527574,10.31441548,0.297126431,0.773917375,0.84314687,-6.318707221,purL,gene:SMU_30,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1719,0.160102377,8.361580092,0.632153127,0.544875409,0.662427822,-6.321245587,lepB,gene:SMU_1188,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1720,-0.10780785,9.358843161,-0.533123737,0.608394471,0.715352975,-6.322655364,rgpF,gene:SMU_830,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1727,0.142861875,9.077292622,0.574361239,0.581465046,0.69361501,-6.326924366,rpoZ,gene:SMU_479,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1729,0.127761175,9.025151598,0.576813352,0.579884888,0.693401747,-6.32909785,glnP,gene:SMU_1522,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1730,0.375510447,8.735251988,0.606992702,0.56063633,0.67406184,-6.329242563,bacD,gene:SMU_1339,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1731,-0.126926686,8.271983245,-0.615640156,0.555189708,0.67119442,-6.329476366,thrC,gene:SMU_70,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1734,0.020325477,10.57442058,0.08222501,0.936482121,0.954872984,-6.33157559,rs18,gene:SMU_1858,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1736,0.141023845,7.14231775,0.595222194,0.568099509,0.681788522,-6.332317501,argR,gene:SMU_2093,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1739,-0.147220789,7.289810792,-0.594223989,0.568735037,0.682136309,-6.334550694,hisD,gene:SMU_1270,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
1741,0.098473764,7.987939319,0.609390345,0.55912307,0.672807902,-6.336694466,pepA,gene:SMU_1973,GSE90166,Bacteria,streptococcus mutans,UA159,HARV,RNAseq,0,6
